Array Design Name	Affymetrix GeneChip Human Genome HG-U133A [HG-U133A]
Comment[AdditionalFile:CDF]	HG-U133A.CDF
Comment[AdditionalFile:CDF]	HG-U133A.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-33
Comment[SubmittedName]	Affymetrix GeneChip Human Genome HG-U133A [HG-U133A]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	http://mged.sourceforge.net/ontologies/MGEDOntology.daml#in_situ_oligo_features
Technology Type Term Source REF	mo:1.1.3
Surface Type	glass
Term Source Name	mo:1.1.3	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	genbank	gpcrdb	interpro	kegg	locus	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://www.blocks.fhcrc.org/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ensembl.org	http://www.ncbi.nlm.nih.gov/Genbank/index.html	http://www.gpcr.org/	http://www.ebi.ac.uk/interpro	http://www.genome.ad.jp/kegg/	http://www.ncbi.nlm.nih.gov/LocusLink/	http://www3.ncbi.nlm.nih.gov/omim	http://www.sanger.ac.uk/Software/Pfam/	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://www.ncbi.nlm.nih.gov/LocusLink/refseq.html	http://scop.berkeley.edu	http://www.ebi.ac.uk/swissprot/access.html	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version	1.1.3																	
Comment[AdditionalFile:txt]	A-AFFY-33_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[blocks]	Composite Element Database Entry[interpro]	Composite Element Database Entry[locus]	Composite Element Database Entry[ensembl]	Composite Element Database Entry[swall]	Composite Element Database Entry[unigene]	Composite Element Database Entry[genbank]	Composite Element Database Entry[omim]	Composite Element Database Entry[pfam]	Composite Element Database Entry[refseq]	Composite Element Database Entry[scop]	Composite Element Database Entry[ec]	Composite Element Database Entry[kegg]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]	Composite Element Database Entry[gpcrdb]
202426_s_at	NM_002957.2	202426_s_at	PR00350	IPR001723	6256	ENSG00000078380	RXRA_RAT	Hs.20084	4003528		hormone_rec	NM_002957	d1g5ya_					
202427_s_at		w40971_s_at		IPR005336	25874	ENSG00000143158	BR44_HUMAN	Hs.76285			UPF0041	NM_015415						
202428_x_at		1422432_at	IPB000582	IPR000582	1622	ENSG00000155368	ACBP_RAT	Hs.78888	10140853		ACBP	NM_020548	d1aca__					
202429_s_at	AL353950.1	rc_AI231800_at	IPB000934	IPR006186	5530	ENSG00000138814	Q9UMM5	Hs.272458	1352672		Metallophos	NM_000944	d1auia_	3.6.1.41				
202430_s_at		134245_at		IPR005552	5359		Q8WVK1	Hs.198282			Scramblase	NM_021105						
202431_s_at		rc_AA850406_at	IPB002546	IPR003327	4609	ENSG00000136997	Q14026	Hs.79070	12962935		Myc-LZ	NM_002467	d1an2a_					
202432_at		Msa.531.0_g_at	IPB002000	IPR006186	5532	ENSG00000107758	Q04071	Hs.151531	11036640		Metallophos	NM_021132	d1tcoa_	3.6.1.41				
202433_at		202433_at		IPR000620	10237	ENSG00000121073	P97858	Hs.154073	15080238		DUF6	NM_005827						
202434_s_at	NM_000104.2	161368_r_at		IPR001128	1545	ENSG00000138061	Q9H316	Hs.154654	1663556		p450	NM_000104	d1dt6a_	5.3.99.5			Q64678	
202435_s_at	NM_000104.2	u03283_s_at		IPR002401	1545	ENSG00000138061	Q9H316	Hs.154654	1663556		p450	NM_000104	d1dt6a_	5.3.99.5			Q64678	
202436_s_at	NM_000104.2	1416613_at		IPR002401	1545	ENSG00000138061	Q9H316	Hs.154654	1663556		p450	NM_000104	d1dt6a_	5.3.99.5			Q64678	
202437_s_at		1416613_at		IPR002401	1545	ENSG00000138061	Q16678	Hs.154654	1663556		p450	NM_000104	d1dt6a_	5.3.99.5			Q64678	
202438_x_at	BF346014	202438_x_at					Q14604	Hs.303154										
202439_s_at		99883_g_at	IPB002591	IPR000917	3423	ENSG00000010404	Q14603	Hs.172458	5360208		Sulfatase	NM_000202	d1fsu__	3.10.1.1	MAP00531			
202440_s_at		rc_AI071256_at		IPR005113	6764	ENSG00000166444	Q16492	Hs.79265	13992532		DENN	NM_005418.1						
202441_at	AL568449	202441_at		IPR001107	10613	ENSG00000095480	O75477	Hs.285818	21703988		Band_7	NM_006459						
202442_at		1422593_at	IPB000804	IPR000804	1176		O88670	Hs.80917	12832639		Clat_adaptor_s	NM_001284						
202443_x_at	AA291203	rc_AA899797_at	IPB003886	IPR002110	4853	ENSG00000134250	Q8WUQ9	Hs.8121	20138948	600275	EGF	NM_024408	d1ihba_	3.4.24.18				
202444_s_at		202444_s_at		IPR001107	10613	ENSG00000095480	O75477	Hs.285818	21703988		Band_7	NM_006459						
202445_s_at		rc_AA899797_at	IPB003886	IPR002110	4853	ENSG00000134250	Q96JU8	Hs.8121	20138948		ank	NM_024408	d1ihba_	3.4.24.18				
202446_s_at	AI825926	rc_AI072888_at		IPR005552	5359		Q9D1F8	Hs.198282		604170	Scramblase	NM_021105						
202447_at		1372342_at	IPB002198	IPR002347	1666	ENSG00000104325	Q16698	Hs.81548	1575000		adh_short	NM_001359	d1fmca_	1.3.1.34				
202448_s_at	NM_006336.1	1456771_at		IPR000225	10444	ENSG00000160445	O00156	Hs.29285	21299557		Armadillo_seg	NM_006336						
202449_s_at		1425762_a_at	PR00350	IPR001723	6256	ENSG00000078380	Q9Z2U7	Hs.20084	4003528		hormone_rec	NM_002957	d1g5ya_					
202450_s_at		rc_AA925246_at	PR00705	IPR000668	1513	ENSG00000143387	O88718	Hs.83942	4503151		Peptidase_C1	NM_000396	d1mema_	3.4.22.38				
202451_at	BC000365.1	Msa.35938.0_s_at		IPR005607	2965	ENSG00000110768	TFH1_HUMAN	Hs.89578	10440006		BSD	NM_005316						
202452_at	NM_006336.1	202452_at		IPR000225	10444	ENSG00000160445	Q9BV66	Hs.29285	21299557		Armadillo_seg	NM_006336						
202453_s_at		Msa.35938.0_s_at		IPR005607	2965	ENSG00000110768	Q9H5K5	Hs.89578	10440006		BSD	NM_005316						
202454_s_at		U29339_at	IPB000861	IPR002174	2065	ENSG00000065361	Q9NNX2	Hs.199067	4503597		Recep_L_domain	NM_001982	d1igra3	2.7.1.112		ErbB3		
202455_at		w71831_s_at	IPB002360	IPR000286	10014		Q96K29	Hs.9028	4885531		Hist_deacetyl	NM_005474.2	d1c3pa_					
202456_s_at		202456_s_at		IPR000225	10444	ENSG00000160445	O00156	Hs.29285	21299557		Armadillo_seg	NM_006336						
202457_s_at	AA911231	112874_at	IPB000934	IPR006186	5530	ENSG00000138814	Q9WUV7	Hs.272458	1352672	114105	Metallophos	NM_000944	d1auia_	3.6.1.41				
202458_at		94238_at	IPB000001	IPR001314	11098		PS23_HUMAN	Hs.25338	20178034			NM_007173.1	d1rfna_	3.4.21.78				
202459_s_at	U55968	1460290_at			9663	ENSG00000101577	Q92539	Hs.166318	12584970	605519		NM_014646						
202460_s_at		202460_s_at			9663	ENSG00000101577	Q9UJE5	Hs.166318	12584970			NM_014646						
202461_at		rc_AA998446_s_at	IPB000649	IPR000649	8892	ENSG00000119718	Q99LD9	Hs.170001	12653445		IF-2B	NM_014239						
202462_s_at		1424570_at	IPB003868	IPR001650	9879	ENSG00000145833	Q96EI0	Hs.17585	15126766		DEAD	NM_014829.1	d1hv8a1					
202463_s_at		aa242328_at	IPB001580	IPR001739	53615	ENSG00000071655	Q9BVW4	Hs.178728	4505119		MBD	NM_003926	d1d9na_					
202464_s_at		D87240_at	IPB001345	IPR003094	5209	ENSG00000170525	Q9QWQ6	Hs.195471	2827312		6PF2K	NM_004566	d1bif_1					
202465_at		1386912_at	IPB001134	IPR001134	5118	ENSG00000106333	PCO1_MOUSE	Hs.202097	20539872		CUB	NM_002593	d1sppb_					
202466_at		202466_at	IPB002934	IPR002934	11044	ENSG00000112941	O43289	Hs.225951	20908567		NTP_transf_2	NM_006999	d1fa0a2	2.7.7.25				
202467_s_at		162387_f_at		IPR000717	9318	ENSG00000166200	Q9R249	Hs.30212	4759264		PCI	NM_004236						
202468_s_at		rc_AA893246_at	IPB001043	IPR006077	8727	ENSG00000119326	O88327	Hs.58488	4503129			NM_003798	d1h6ga1					
202469_s_at	AU149367	1428234_at	IPB000817	IPR002965	11052	ENSG00000111605	Q9H025	Hs.64542	12653847		rrm	NM_007007						
202470_s_at		rc_AI012599_at	IPB000817	IPR002965	11052	ENSG00000111605	Q16630	Hs.64542	12653847		rrm	NM_007007						
202471_s_at		rc_AA892808_at	IPB001804	IPR004434	3421	ENSG00000067829	O15384	Hs.75253	12804901		isodh	NM_004135	d1xaa__	1.1.1.41	MAP00020			
202472_at		202472_at	IPB001250	IPR001250	4351		MANA_HUMAN	Hs.75694	23574751		PMI_typeI	NM_002435	d1pmi__	5.3.1.8	MAP00051			
202473_x_at	AA703045	110103_at	PR00014	IPR001798	3054	ENSG00000172534	Q9QY35	Hs.83634	1708193	300019	Kelch	NM_005334	d1k3ia3					
202474_s_at		rc_AI177413_s_at	PR00014	IPR003961	3054	ENSG00000172534	Q9QWH2	Hs.83634	1708193		Kelch	NM_005334	d1k3ia3					
202475_at		202475_at			10430	ENSG00000105677	O75790	Hs.9234	12841501			NM_006326						
202476_s_at	BF002130	202476_s_at			10844	ENSG00000130640	Q9BSJ2	Hs.13386	19526968		Spc97_Spc98	NM_006659						
202477_s_at		202477_s_at			10844	ENSG00000130640	GCP2_HUMAN	Hs.13386	19526968		Spc97_Spc98	NM_006659						
202478_at		L20869_at	IPB000494	IPR000719	28951	ENSG00000071575	O15180	Hs.155418	11056054		pkinase	NM_021643				nim1+		
202479_s_at	BC002637.1	L20869_at	IPB000494	IPR000719	28951	ENSG00000071575	O15180	Hs.155418	11056054		pkinase	NM_021643				nim1+		
202480_s_at		1382326_at	IPB003861	IPR001875	9191	ENSG00000158796	O60737	Hs.169681	4758144			NM_004216						
202481_at		rc_AA850083_at	IPB002225	IPR002347	9249	ENSG00000162496	Q922A6	Hs.17144	12803781		adh_short	NM_004753	d1hdca_	1.3.1.9				
202482_x_at	NM_002882.2	x56045_s_at		IPR003975	5902	ENSG00000099901	Q9DCA3	Hs.24763	4506407		Ran_BP1	NM_002882	d1k5db_					
202483_s_at		x56045_s_at		IPR003975	5902	ENSG00000099901	RANG_HUMAN	Hs.24763	4506407		Ran_BP1	NM_002882	d1k5db_					
202484_s_at	AF072242.1	rc_AI059409_at	IPB001938	IPR001739	8932	ENSG00000134046	Q9Z2E1	Hs.25674	4505117		MBD	NM_003927	d1d9na_					
202485_s_at		rc_AI059409_at	IPB001938	IPR001739	8932	ENSG00000134046	O95242	Hs.25674	4505117		MBD	NM_015832	d1d9na_					
202486_at		1427206_at	PR00819	IPR005936	10939	ENSG00000141385	Q8TA92	Hs.29385	18999411		AAA	NM_006796	d1e32a2	3.4.21.53				
202487_s_at		rc_AI232270_at	IPB002119		94239	ENSG00000105968	Q9C944	Hs.301005	4504255		histone	NM_012412	d1f66c_					
202488_s_at		rc_AI009597_at	IPB000272	IPR000272	5349	ENSG00000089356	Q13254	Hs.301350	11612674		ATP1G1_PLM_MAT8	NM_005971.2						
202489_s_at	BC005238.1	202489_s_at	IPB000272	IPR000272	5349	ENSG00000089356	Q14802	Hs.301350	5174635		ATP1G1_PLM_MAT8	NM_005971						
202490_at	AF153419.2	rc_H33467_at			8518		IKAP_HUMAN	Hs.31323	14548078			NM_003640						
202491_s_at		rc_H33467_at			8518		Q8VHU4	Hs.31323	14548078			NM_003640						
202492_at		202492_at			79065	ENSG00000115655	Q8NDK6	Hs.323363	10438450		APG9	NM_024085						
202493_x_at		202493_x_at	IPB001400	IPR001400	1442	ENSG00000136487	SOM2_MACMU	Hs.347963	12408696		hormone	NM_001317.2	d1huw__					
202494_at		X99470_at	IPB002004	IPR002130	10450		Q9UNP9	Hs.379815	2828149		pro_isomerase	NM_006112	d1hd1a_					
202495_at		Msa.19410.0_s_at			6903	ENSG00000124659	Q15814	Hs.75064	20900199			NM_003192						
202496_at		112452_at	IPB002889	IPR001680	23644	ENSG00000038358	Q13025	Hs.75682	21361431		WD40	NM_014329						
202497_x_at	NM_006931.1	202497_x_at	IPB003662	IPR005829	6515	ENSG00000059804	GTR3_RAT	Hs.7594	22056473		sugar_tr	NM_006931						
202498_s_at	NM_006931.1	202498_s_at	IPB003662	IPR005829	6515	ENSG00000059804	Q96CJ4	Hs.7594	22056473		sugar_tr	NM_006931						
202499_s_at		202499_s_at	IPB003662	IPR005829	6515	ENSG00000059804	Q96CJ4	Hs.7594	22056473		sugar_tr	NM_006931						
202500_at		98451_at	IPB001623	IPR003903	3300	ENSG00000135924	Q921S2	Hs.77768	15079571		DnaJ	NM_006736	d1hdj__					
202501_at		202501_at		IPR004953	10982	ENSG00000166974	Q9BZP7	Hs.78335	10346135		CH	NM_014268						
202502_at		J02791_at	IPB002655	IPR006092	34	ENSG00000117054	ACDM_HUMAN	Hs.79158	4557231		Acyl-CoA_dh_M	NM_000016	d1egda2	1.3.99.3	MAP00640			
202503_s_at		202503_s_at			9768	ENSG00000166803	Q9D0A5	Hs.81892	12846987			NM_014736						
202504_at		202504_at	IPB000315	IPR000315	23650	ENSG00000137699	Q99PN5	Hs.82237	12275866		zf-B_box	NM_012101.1						
202505_at		x63019_s_at	IPB000504	IPR000504	6629	ENSG00000125870	Q9UJD4	Hs.82575	23682336		rrm	NM_003092	d1a9nb_					
202506_at		202506_at			6744		Q96PW1	Hs.351355				NM_006751.1						
202507_s_at	L19760.1	100047_at	IPB000017	IPR000928	6616	ENSG00000132639	SN25_HUMAN	Hs.84389	18765733		SNAP-25	NM_003081						
202508_s_at		1447763_at	IPB000017	IPR000928	6616	ENSG00000132639	P70558	Hs.84389	18765733		SNAP-25	NM_003081.1						
202509_s_at	AI862445	Msa.1583.0_s_at			7127	ENSG00000100660	TNP2_MOUSE	Hs.101382	5454134	603300		NM_006291						
202510_s_at		Msa.1583.0_s_at			7127	ENSG00000100660	TNP2_HUMAN	Hs.101382	5454134			NM_006291						
202511_s_at	AK001899.1	1418235_at			9474	ENSG00000057663	Q9H1Y0	Hs.11171	16716341		APG5	NM_004849						
202512_s_at		94225_at			9474	ENSG00000057663	Q9H2B8	Hs.11171	16716341		APG5	NM_004849						
202513_s_at		X81059_s_at	IPB002554	IPR002554	5528	ENSG00000112640	Q91V89	Hs.118244			B56	NM_006245						
202514_at	NM_004087.1	U14950_at	IPB003351	IPR001478	1739	ENSG00000075711	Q9H1G8	Hs.154294	20892289		Guanylate_kin	NM_004087	d1be9a_	2.7.4.8				
202515_at	NM_004087.1	rc_AI144926_s_at	IPB003351	IPR001478	1739	ENSG00000075711	Q9H1G8	Hs.154294	20892289		Guanylate_kin	NM_004087	d1kjwa2	2.7.4.8				
202516_s_at		rc_AI144926_s_at	IPB003351	IPR001478	1739	ENSG00000075711	Q12959	Hs.154294	20892289		Guanylate_kin	NM_004087	d1kjwa1	2.7.4.8				
202517_at		ab006714_s_at	IPB003764	IPR005847	1400	ENSG00000072832	DPY3_MOUSE	Hs.155392	1518520		Dihydroorotase	NM_001313	d1j79a_	3.5.4.2				
202518_at		rc_AI071783_at			9275		O89022	Hs.16269	20336475			NM_001707.1						
202519_at		202519_at	IPB003015	IPR002965	22877		Q8VI53	Hs.52081	11321341		HLH	NM_014938						
202520_s_at		202520_s_at	IPB002099	IPR003594	4292	ENSG00000076242	Q62454	Hs.433618	4557757		DNA_mis_repair	NM_000249	d1b63a1					
202521_at		rc_AI145044_at	IPB002219	IPR000822	10664	ENSG00000102974	CTCF_HUMAN	Hs.57419	5670340		zf-C2H2	NM_006565						
202522_at	AL031591	Msa.1873.0_f_at	PR00391	IPR001666	23760		PPI2_RAT	Hs.7370	16758568	606876	IP_trans	NM_012399	d1fvza_					
202523_s_at	AI952009	rc_AA926048_at	IPB001999	IPR002350	9806	ENSG00000107742	TIC2_MOUSE	Hs.74583	16506279		kazal	NM_014767	d1hpt__					
202524_s_at		rc_AA926048_at	IPB001999	IPR002350	9806	ENSG00000107742	TIC2_HUMAN	Hs.74583	16506279		kazal	NM_014767	d1hpt__					
202525_at		rc_AA892468_g_at	IPB000126	IPR001314	5652	ENSG00000052344	PSS8_HUMAN	Hs.75799	13633203		trypsin	NM_002773	d1hj8a_	3.4.21.59				
202526_at	U44378.1	1386984_at	PR00308	IPR004863	4089	ENSG00000141646	SMA4_RAT	Hs.75862	17887367		MH1	NM_005359	d1ygs__					
202527_s_at		rc_AA925304_at	PR00308	IPR004863	4089	ENSG00000141646	SMA4_HUMAN	Hs.75862	17887367		MH1	NM_005359	d1ygs__					
202528_at		93566_at	IPB003866	IPR001509	2582	ENSG00000117308	Q9BVE3	Hs.76057	14719658		Epimerase	NM_000403	d1ek6a_	5.3.3.1	MAP00520			
202529_at		rc_AI178222_at	IPB000842	IPR005946	5635	ENSG00000161542	KPRB_RAT	Hs.77498	24418495		Pribosyltran	NM_002766	d1dkra1	2.7.6.1				
202530_at		u10871_s_at	IPB003605	IPR003527	1432	ENSG00000112062	Q99MG4	Hs.79107	20986516		pkinase	NM_001315	d1wfc__	2.7.1.38		FpMPK4		
202531_at		102401_at	IPB001346	IPR001346	3659	ENSG00000125347	IRF1_HUMAN	Hs.80645	4504721		IRF	NM_002198	d1if1a_					
202532_s_at	BC000192.1	rc_AA900413_at	IPB001796	IPR001796	1719	ENSG00000168129	Q920D2	Hs.83765	13097774		DiHfolate_red	NM_000791	d1hfq__	1.5.1.3	MAP00670			
202533_s_at	BC003584.1	202533_s_at	IPB001796	IPR001796	1719	ENSG00000168129	P00374	Hs.83765	13097774		DiHfolate_red	NM_000791	d1hfq__	1.5.1.3	MAP00790			
202534_x_at		rc_AA900413_at	IPB001796	IPR001796	1719	ENSG00000168129	Q920D2	Hs.83765	13097774		DiHfolate_red	NM_000791	d1hfq__	1.5.1.3	MAP00790			
202535_at		100500_at	IPB001875	IPR000488	8772	ENSG00000168040	FADD_HUMAN	Hs.86131	2136096		DED	NM_003824	d1e41a_					
202536_at	AK002165.1	aa198620_g_at		IPR005024	25978	ENSG00000083937	Q9CT65	Hs.11449	14721561		DUF279	NM_014043						
202537_s_at	AF151842.1	aa198620_g_at		IPR005024	25978	ENSG00000083937	Q9UQN3	Hs.11449	14721561		DUF279	NM_014043						
202538_s_at		aa198620_at		IPR005024	25978	ENSG00000083937	Q9UQN3	Hs.11449	14721561		DUF279	NM_014043						
202539_s_at	AL518627	rc_AA924210_at	IPB002202	IPR004816	3156	ENSG00000113161	Q8VCI3	Hs.11899	2495262	142910	HMG-CoA_red	NM_000859	d1dqaa4	1.1.1.34	MAP00100			
202540_s_at		1375852_at	IPB002202	IPR004816	3156	ENSG00000113161	HMDH_RAT	Hs.11899	2495262		HMG-CoA_red	NM_000859	d1dqaa4	1.1.1.34	MAP00100			
202541_at	BF589679	rc_AI103874_at	IPB002547	IPR002547	9255	ENSG00000164022	Q12904	Hs.333513	15559365	603605	tRNA_bind	NM_004757	d1fl0a_					
202542_s_at		1388882_at	IPB002547	IPR002547	9255	ENSG00000164022	MCA1_HUMAN	Hs.333513	15559365		tRNA_bind	NM_004757	d1fl0a_					
202543_s_at	BC005359.1	Z11558_at	IPB002108	IPR002108	2764	ENSG00000151985	Q9BS35	Hs.151413	4758442		cofilin_ADF	NM_004124	d1f7sa_					
202544_at		Z11558_at	IPB002108	IPR002108	2764	ENSG00000151985	Q9BS35	Hs.151413	4758442		cofilin_ADF	NM_004124	d1f7sa_					
202545_at		104531_at	IPB003605	IPR000008	5580	ENSG00000163932	Q9WTQ0	Hs.155342	14735945		pkinase	NM_006254	d1fota_	2.7.1.125		PKCd		
202546_at		aa185574_s_at	IPB001388	IPR001388	8673	ENSG00000118640	O60625	Hs.172684	14043026		synaptobrevin	NM_003761						
202547_s_at	AA778936	98434_at	PR00499	IPR001849	8874		Q8N3M1	Hs.172813	21739753	605477	SH3	NM_003899	d1qwea_					
202548_s_at		98434_at	PR00499	IPR001849	8874		Q14155	Hs.172813	21739753		PH	NM_003899.1	d1dbha2					
202549_at	AK025720.1	1394290_at	IPB000535	IPR000535	9217	ENSG00000124164	VAPB_RAT	Hs.182625	4759302		MSP_domain	NM_004738	d1mspa_					
202550_s_at		rc_AA800456_at	IPB000535	IPR000535	9217	ENSG00000124164	VAPB_MOUSE	Hs.182625	4759302		MSP_domain	NM_004738	d1mspa_					
202551_s_at	BG546884	1452253_at	PR00011	IPR004094	51232	ENSG00000150938	Q9NZV1	Hs.19280	10092639	606189	Antistasin	NM_016441						
202552_s_at		202552_s_at	PR00011	IPR004094	51232	ENSG00000150938	Q9JLL0	Hs.19280	10092639		Antistasin	NM_016441						
202553_s_at		rc_AI228120_at			25949	ENSG00000117614	O95926	Hs.20013	21312064			NM_015484						
202554_s_at	AL527430	100629_at	IPB000521	IPR004046	2947	ENSG00000134202	Q9UE37	Hs.2006	14250650	138390	GST_C	NM_000849	d1gsua1	5.2.1.2	MAP00480			
202555_s_at		202555_s_at	PR01536	IPR003962	4638	ENSG00000065534	Q9UBG5	Hs.211582	16950623		fn3	NM_053025	d1koa_2	2.7.1.38		MLCK-M		
202556_s_at		AF015309_s_at		IPR000253	10445	ENSG00000161782	O75497	Hs.25313	24638035		FHA	NM_006337						
202557_at	AI718418	170296_i_at	IPB002731	IPR001023	6782	ENSG00000155304	Q8NE40	Hs.352341	1351125	601100	HSP70	NM_006948	d1hjoa1					
202558_s_at		114935_at	IPB002731	IPR001023	6782	ENSG00000155304	Q8NE40	Hs.352341	1351125		HSP70	NM_006948	d1hjoa1					
202559_x_at	AW005776	202559_x_at			26097	ENSG00000169381	YZX2_HUMAN	Hs.323817	13435432			NM_015607						
202560_s_at		202560_s_at			26097	ENSG00000169381	Q9BUC5	Hs.323817	13435432			NM_015607						
202561_at	AF070613.1	202561_at	PR00049	IPR002110	8658		Q9H8F2	Hs.131814	3929221		SAM	NM_003747	d1a26_2	3.5.1.2				
202562_s_at	AL136658.1	96093_at		IPR005352	11161	ENSG00000133935	Q9P093	Hs.15106	6005719		UPF0143	NM_007176						
202563_at		aa717238_s_at		IPR005352	11161	ENSG00000133935	CN01_HUMAN	Hs.15106	6005719		UPF0143	NM_007176						
202564_x_at		rc_AI071245_at	PR00449	IPR005225	402	ENSG00000126419	Q9BUK8	Hs.399736	12803413		arf	NM_001667	d1fzqa_					
202565_s_at		202565_s_at	PR00597	IPR003128	6840	ENSG00000095756	O60612	Hs.154567	11496982		Gelsolin	NM_003174.2	d1vii__					
202566_s_at	AF051851.1	202566_s_at	PR00597	IPR003128	6840	ENSG00000095756	Q9H1R7	Hs.154567	11496982		Gelsolin	NM_003174	d1vii__					
202567_at		98077_at	IPB000001	IPR001163	6634	ENSG00000100028	Q9LM92	Hs.1575	15079335		Sm	NM_004175	d1d3ba_					
202568_s_at	AI745639	rc_AI010191_at	IPB003605	IPR002290	4140	ENSG00000075413	Q9UN34	Hs.172766	23346414	602678	pkinase	NM_002376	d1phk__	3.2.1.18		p78		
202569_s_at		rc_AI010191_at	IPB003605	IPR002290	4140	ENSG00000075413	Q9UMY9	Hs.172766	23346414		KA1	NM_002376	d1phk__	3.2.1.18		p78		
202570_s_at	NM_014902.1	104136_at		IPR005026	22839	ENSG00000080845	DLP4_RAT	Hs.177425	17374686		GKAP	NM_014902						
202571_s_at	NM_014902.1	rc_AA943725_at		IPR000865	22839	ENSG00000080845	Q9Y2H0	Hs.177425	17374686		GKAP	NM_014902						
202572_s_at		1426465_at		IPR005026	22839	ENSG00000080845	Q9H138	Hs.177425	17374686		GKAP	NM_014902						
202573_at	AL530441	rc_AA943042_at	IPB000861	IPR002290	1455	ENSG00000133275	Q9JJ75	Hs.181390	3024060	602214	pkinase	NM_001319	d1csn__			YCK2		
202574_s_at		rc_AA943042_at	IPB000861	IPR002290	1455	ENSG00000133275	Q8WUB1	Hs.181390	21314778		pkinase	NM_001319	d1csn__			YCK2		
202575_at		rc_AA900354_g_at	IPB000463	IPR000566	1382	ENSG00000143320	RET4_MOUSE	Hs.183650	4503029		lipocalin	NM_001878	d1cbs__					
202576_s_at	AL553254	202576_s_at	IPB000330	IPR001650	55308	ENSG00000168872	Q9UHL0	Hs.226396	15030051		DEAD	NM_018332	d1fuka_					
202577_s_at	BC005162.1	202577_s_at	IPB000330	IPR001650	55308	ENSG00000168872	Q96KE7	Hs.226396	15030051		DEAD	NM_018332	d1fuka_					
202578_s_at		202578_s_at	IPB000330	IPR001650	55308	ENSG00000168872	Q9H0U0	Hs.226396	15030051		DEAD	NM_018332	d1fuka_					
202579_x_at		202579_x_at	IPB000079	IPR000079	10473	ENSG00000164515	HG17_RAT	Hs.236774	10835240		HMG14_17	NM_006353						
202580_x_at		1448834_at	IPB001766	IPR001766	2305	ENSG00000111206	FXM1_HUMAN	Hs.239			Fork_head	NM_021953	d1e17a_					
202581_at		202581_at	IPB003494		3304	ENSG00000124567	HS74_YEAST	Hs.274402	462325		HSP70	NM_005346	d1ckra_					
202582_s_at	AF306510.1	97812_at		IPR003877	10048	ENSG00000010017	Q96S59	Hs.279886	15080674		SPRY	NM_005493						
202583_s_at		1422736_at		IPR003877	10048	ENSG00000010017	Q96S59	Hs.279886	15080674		SPRY	NM_005493						
202584_at	AW291398	1428248_at	IPB002219	IPR001965	4799	ENSG00000086102	Q9D9E1	Hs.3187	22212925	603255	zf-NF-X1	NM_147133						
202585_s_at		202585_s_at	IPB002219	IPR001965	4799	ENSG00000086102	Q96EL5	Hs.3187	21361137		R3H	NM_002504.1						
202586_at	AA772747	202586_at		IPR000268	57092	ENSG00000081154	RPBX_YEAST	Hs.71618	18314420			NM_020357						
202587_s_at	BC001116.1	rc_AI102105_at	IPB001324	IPR000850	203	ENSG00000106992	Q9JJN3	Hs.76240	12654563		adenylatekinase	NM_000476	d3adk__	2.7.4.3	MAP00230			
202588_at		96801_at	IPB001324	IPR000850	203	ENSG00000106992	Q96EC9	Hs.76240	12654563		adenylatekinase	NM_000476	d3adk__	2.7.4.3	MAP00230			
202589_at		202589_at	IPB000398	IPR000398	7298		Q9D0H1	Hs.29475	15988336		thymidylat_synt	NM_001071	d1hvya_	2.1.2.8	MAP00790			
202590_s_at	AL574319	rc_AA957202_s_at	PR00344	IPR003594	5164	ENSG00000005882	Q9JID3	Hs.92261	19923736	602525	HATPase_c	NM_002611	d1jm6a1	2.7.1.99				
202591_s_at		170338_at	IPB000424	IPR000424	6742	ENSG00000106028	Q04837	Hs.923	20307045		SSB	NM_003143	d3ulla_					
202592_at		97917_at			2647		P78537	Hs.94672	12833440			NM_001487						
202593_s_at		rc_AA891916_g_at		IPR004129	51573	ENSG00000006007	Q9JL55	Hs.107014	7512502		GDPD	NM_016641		3.1.4.46				
202594_at		rc_AA957905_at			23484	ENSG00000104660	Q9CQ74	Hs.11000	12653715		Vps55	NM_015344						
202595_s_at	AF161461.1	rc_AA957905_at			23484	ENSG00000104660	Q9P040	Hs.11000	12653715		Vps55	NM_015344						
202596_at	BC000436.1	rc_AI176001_at			2029	ENSG00000143420	Q9Z0G1	Hs.111680	4127578			NM_004436						
202597_at	AU144284	202597_at					IRF6_MOUSE	Hs.355827										
202598_at		100959_at		IPR002048	6284		S113_HUMAN	Hs.14331	10720261		S_100	NM_005979	d1irja_					
202599_s_at		202599_s_at			8204	ENSG00000155310	Q9Z2K2	Hs.155017	11526131			NM_003489						
